Date,Year,Month,Mdate,Weekday_End,Day,Hour,Town_Hall-West,Collins Place-South,Australia on Collins,Bourke Street Mall-South,Bourke Street Mall-North,Melbourne Central,Flagstaff Station,State Library
9/1/2012,2012,9,1,20,7,0,758,169,90,227,200,885,36,252
9/1/2012,2012,9,1,20,7,1,428,37,61,143,104,523,26,182
9/1/2012,2012,9,1,20,7,2,273,32,34,82,80,263,9,92
9/1/2012,2012,9,1,20,7,3,231,11,60,62,60,263,8,91
9/1/2012,2012,9,1,20,7,4,116,6,23,28,30,58,10,39
9/1/2012,2012,9,1,20,7,5,85,29,29,28,14,74,13,28
9/1/2012,2012,9,1,20,7,6,81,37,26,40,25,66,15,33
9/1/2012,2012,9,1,20,7,7,166,86,80,54,51,194,26,54
9/1/2012,2012,9,1,20,7,8,423,121,249,269,286,389,47,185
9/1/2012,2012,9,1,20,7,9,888,177,580,743,624,523,64,356
9/1/2012,2012,9,1,20,7,10,1610,239,1029,1458,1312,933,67,628
9/1/2012,2012,9,1,20,7,11,2084,270,1416,2160,2008,1544,96,968
9/1/2012,2012,9,1,20,7,12,2780,443,1546,2914,2436,2239,86,1456
9/1/2012,2012,9,1,20,7,13,3106,412,1631,3294,2940,2789,109,2004
9/1/2012,2012,9,1,20,7,14,3139,425,1533,3541,3378,2809,78,2345
9/1/2012,2012,9,1,20,7,15,3225,514,1502,3582,3523,3113,73,2294
9/1/2012,2012,9,1,20,7,16,3105,421,1446,3208,3300,2644,75,2056
9/1/2012,2012,9,1,20,7,17,2920,566,942,2477,2460,2687,73,1913
9/1/2012,2012,9,1,20,7,18,2505,588,491,1045,1625,2797,39,1498
9/1/2012,2012,9,1,20,7,19,2301,474,387,563,855,2505,54,1262
9/1/2012,2012,9,1,20,7,20,1779,279,227,419,521,2198,38,1048
9/1/2012,2012,9,1,20,7,21,1263,182,190,345,391,2034,35,934
9/1/2012,2012,9,1,20,7,22,1421,308,292,372,393,1719,45,728
9/1/2012,2012,9,1,20,7,23,1723,254,288,304,313,1535,29,674
9/2/2012,2012,9,2,20,1,0,832,136,153,210,220,857,34,242
9/2/2012,2012,9,2,20,1,1,469,73,102,197,119,453,29,278
9/2/2012,2012,9,2,20,1,2,336,44,84,170,124,303,13,117
9/2/2012,2012,9,2,20,1,3,319,26,51,132,98,264,10,75
9/2/2012,2012,9,2,20,1,4,161,27,42,61,27,40,5,35
9/2/2012,2012,9,2,20,1,5,95,21,24,35,24,63,7,48
9/2/2012,2012,9,2,20,1,6,76,10,23,47,36,71,6,29
9/2/2012,2012,9,2,20,1,7,140,53,57,59,39,108,18,40
9/2/2012,2012,9,2,20,1,8,251,97,164,162,98,235,14,145
9/2/2012,2012,9,2,20,1,9,708,155,414,501,467,535,23,268
9/2/2012,2012,9,2,20,1,10,1276,260,755,1227,811,956,66,511
9/2/2012,2012,9,2,20,1,11,1710,316,998,1915,1591,1508,54,891
9/2/2012,2012,9,2,20,1,12,2017,346,1098,2083,2057,2044,81,1273
9/2/2012,2012,9,2,20,1,13,2554,282,1192,2684,2514,2386,83,1599
9/2/2012,2012,9,2,20,1,14,2691,297,1129,2623,2699,2394,70,1657
9/2/2012,2012,9,2,20,1,15,2812,264,1068,2581,2626,2649,58,1817
9/2/2012,2012,9,2,20,1,16,2700,230,840,2315,2339,2487,62,1649
9/2/2012,2012,9,2,20,1,17,1982,227,463,1595,1675,2252,46,1577
9/2/2012,2012,9,2,20,1,18,1510,231,236,667,1019,2050,30,1068
9/2/2012,2012,9,2,20,1,19,1069,105,164,317,444,1724,21,864
9/2/2012,2012,9,2,20,1,20,818,85,147,322,271,1239,16,623
9/2/2012,2012,9,2,20,1,21,551,60,88,163,171,953,23,450
9/2/2012,2012,9,2,20,1,22,419,47,59,110,129,660,20,246
9/2/2012,2012,9,2,20,1,23,218,28,50,55,76,272,13,161
9/3/2012,2012,9,3,10,2,0,111,21,31,24,54,121,10,80
9/3/2012,2012,9,3,10,2,1,52,10,22,18,20,62,2,38
9/3/2012,2012,9,3,10,2,2,28,4,8,5,14,53,7,17
9/3/2012,2012,9,3,10,2,3,16,6,6,21,8,32,10,6
9/3/2012,2012,9,3,10,2,4,40,11,9,10,9,21,1,8
9/3/2012,2012,9,3,10,2,5,56,49,26,12,26,58,74,24
9/3/2012,2012,9,3,10,2,6,150,163,76,78,59,90,452,51
9/3/2012,2012,9,3,10,2,7,450,672,337,245,245,334,1926,271
9/3/2012,2012,9,3,10,2,8,1169,1926,843,712,703,931,5269,887
9/3/2012,2012,9,3,10,2,9,1236,1152,913,889,826,932,2473,748
9/3/2012,2012,9,3,10,2,10,1605,576,1135,1228,1123,1291,956,819
9/3/2012,2012,9,3,10,2,11,2121,599,1468,1946,1658,1649,748,1166
9/3/2012,2012,9,3,10,2,12,3030,1544,2412,3287,2841,2641,1164,2052
9/3/2012,2012,9,3,10,2,13,3520,1932,2612,3703,3302,2847,1627,2329
9/3/2012,2012,9,3,10,2,14,2799,829,1596,2442,2507,2344,946,1807
9/3/2012,2012,9,3,10,2,15,2679,669,1334,2180,2142,2164,1173,1817
9/3/2012,2012,9,3,10,2,16,2716,747,1158,1898,1966,2358,2083,1992
9/3/2012,2012,9,3,10,2,17,2729,1233,1117,1856,2237,2597,3842,2227
9/3/2012,2012,9,3,10,2,18,1925,793,556,919,1471,2262,1650,1622
9/3/2012,2012,9,3,10,2,19,1239,474,276,431,576,1753,494,1201
9/3/2012,2012,9,3,10,2,20,934,349,165,277,376,1440,206,874
9/3/2012,2012,9,3,10,2,21,756,178,175,192,241,1185,107,575
9/3/2012,2012,9,3,10,2,22,473,99,76,143,160,709,71,315
9/3/2012,2012,9,3,10,2,23,287,59,58,69,94,414,23,175
9/4/2012,2012,9,4,10,3,0,129,45,19,47,41,181,11,66
9/4/2012,2012,9,4,10,3,1,68,25,17,12,19,50,0,39
9/4/2012,2012,9,4,10,3,2,41,2,8,29,20,45,3,26
9/4/2012,2012,9,4,10,3,3,41,7,11,9,2,14,2,12
9/4/2012,2012,9,4,10,3,4,34,11,13,2,13,44,3,29
9/4/2012,2012,9,4,10,3,5,146,48,29,29,66,175,70,61
9/4/2012,2012,9,4,10,3,6,246,180,106,129,122,290,587,100
9/4/2012,2012,9,4,10,3,7,639,791,390,276,381,392,1977,295
9/4/2012,2012,9,4,10,3,8,1364,1932,968,721,968,1033,5416,937
9/4/2012,2012,9,4,10,3,9,1366,1119,998,755,989,1022,2326,714
9/4/2012,2012,9,4,10,3,10,1642,719,1077,1020,1372,1206,972,830
9/4/2012,2012,9,4,10,3,11,1974,718,1422,1610,1965,1668,789,NA
9/4/2012,2012,9,4,10,3,12,3229,1734,2431,3177,3563,2776,1298,NA
9/4/2012,2012,9,4,10,3,13,3517,1852,2607,3781,4087,3006,1804,NA
9/4/2012,2012,9,4,10,3,14,2940,848,1709,2438,2684,2501,977,NA
9/4/2012,2012,9,4,10,3,15,2798,653,1428,2182,2548,2256,1173,NA
9/4/2012,2012,9,4,10,3,16,2723,780,1239,2077,2475,2577,2116,NA
9/4/2012,2012,9,4,10,3,17,2871,1311,1277,2206,2557,2630,3834,NA
9/4/2012,2012,9,4,10,3,18,2284,878,842,1207,1942,2431,1730,NA
9/4/2012,2012,9,4,10,3,19,1463,389,369,570,930,2162,539,NA
9/4/2012,2012,9,4,10,3,20,1050,257,308,341,516,1870,250,NA
9/4/2012,2012,9,4,10,3,21,941,189,218,269,371,1450,130,NA
9/4/2012,2012,9,4,10,3,22,575,140,192,237,239,935,73,NA
9/4/2012,2012,9,4,10,3,23,368,77,61,102,144,485,37,NA
9/5/2012,2012,9,5,10,4,0,172,39,30,34,53,176,15,NA
9/5/2012,2012,9,5,10,4,1,70,19,13,23,42,84,11,NA
9/5/2012,2012,9,5,10,4,2,59,14,6,7,11,29,6,NA
9/5/2012,2012,9,5,10,4,3,56,10,8,32,11,25,7,NA
9/5/2012,2012,9,5,10,4,4,58,7,8,18,9,34,2,NA
9/5/2012,2012,9,5,10,4,5,160,58,16,18,62,232,85,NA
9/5/2012,2012,9,5,10,4,6,239,238,91,101,130,422,582,NA
9/5/2012,2012,9,5,10,4,7,550,786,426,310,413,424,2028,NA
9/5/2012,2012,9,5,10,4,8,1269,1897,1068,713,972,892,5037,NA
9/5/2012,2012,9,5,10,4,9,1411,1086,973,944,1020,973,2288,NA
9/5/2012,2012,9,5,10,4,10,1674,605,1055,1189,1339,1235,909,NA
9/5/2012,2012,9,5,10,4,11,1956,583,1372,1843,1847,1757,822,NA
9/5/2012,2012,9,5,10,4,12,3334,1208,2301,3135,2977,2684,949,NA
9/5/2012,2012,9,5,10,4,13,3798,1465,2522,4081,3270,2962,1097,NA
9/5/2012,2012,9,5,10,4,14,3171,829,1802,2808,2477,2716,807,NA
9/5/2012,2012,9,5,10,4,15,2819,530,1368,2434,2253,2273,1131,NA
9/5/2012,2012,9,5,10,4,16,2577,634,1136,1849,1964,2244,2132,NA
9/5/2012,2012,9,5,10,4,17,2734,1217,1246,1903,2229,2466,3756,NA
9/5/2012,2012,9,5,10,4,18,2266,781,727,1122,1575,2434,1694,NA
9/5/2012,2012,9,5,10,4,19,1504,375,378,628,732,2072,552,NA
9/5/2012,2012,9,5,10,4,20,1175,223,235,417,363,1600,222,NA
9/5/2012,2012,9,5,10,4,21,879,204,176,235,201,1234,137,NA
9/5/2012,2012,9,5,10,4,22,608,179,133,211,157,865,58,NA
9/5/2012,2012,9,5,10,4,23,391,91,62,95,94,441,45,NA
9/6/2012,2012,9,6,10,5,0,157,38,22,44,42,146,16,NA
9/6/2012,2012,9,6,10,5,1,85,18,16,27,17,102,1,NA
9/6/2012,2012,9,6,10,5,2,41,4,14,19,11,60,1,NA
9/6/2012,2012,9,6,10,5,3,31,3,4,9,6,32,2,NA
9/6/2012,2012,9,6,10,5,4,42,10,13,45,3,27,0,NA
9/6/2012,2012,9,6,10,5,5,82,49,16,26,27,128,87,NA
9/6/2012,2012,9,6,10,5,6,203,224,94,94,93,249,561,NA
9/6/2012,2012,9,6,10,5,7,497,748,342,307,288,320,2016,NA
9/6/2012,2012,9,6,10,5,8,1118,1836,877,632,773,880,5057,NA
9/6/2012,2012,9,6,10,5,9,1234,1162,872,736,810,835,2442,NA
9/6/2012,2012,9,6,10,5,10,1532,620,1080,1088,1150,1169,943,NA
9/6/2012,2012,9,6,10,5,11,1931,607,1298,1645,1729,1638,791,NA
9/6/2012,2012,9,6,10,5,12,3204,1480,2160,2907,2855,2435,998,NA
9/6/2012,2012,9,6,10,5,13,3422,1458,2591,3655,3384,2641,1372,NA
9/6/2012,2012,9,6,10,5,14,2787,791,1560,2517,2321,2335,878,NA
9/6/2012,2012,9,6,10,5,15,2831,602,1364,2160,2141,2400,1060,NA
9/6/2012,2012,9,6,10,5,16,2713,759,1344,2316,2153,2246,2027,NA
9/6/2012,2012,9,6,10,5,17,3096,1235,1444,2357,2673,2737,3654,NA
9/6/2012,2012,9,6,10,5,18,2629,783,944,1765,2219,2407,1583,NA
9/6/2012,2012,9,6,10,5,19,2165,420,500,826,1322,2407,515,NA
9/6/2012,2012,9,6,10,5,20,1489,328,267,486,824,1615,261,NA
9/6/2012,2012,9,6,10,5,21,1155,185,227,268,390,1074,151,NA
9/6/2012,2012,9,6,10,5,22,805,117,130,204,167,667,101,NA
9/6/2012,2012,9,6,10,5,23,443,72,72,117,87,466,37,NA
9/7/2012,2012,9,7,10,6,0,683,34,64,55,47,212,22,NA
9/7/2012,2012,9,7,10,6,1,107,21,26,37,29,95,10,NA
9/7/2012,2012,9,7,10,6,2,60,6,11,55,8,51,3,NA
9/7/2012,2012,9,7,10,6,3,39,9,16,14,17,27,9,NA
9/7/2012,2012,9,7,10,6,4,46,12,12,12,19,38,11,NA
9/7/2012,2012,9,7,10,6,5,89,48,22,12,25,154,76,NA
9/7/2012,2012,9,7,10,6,6,174,193,101,89,69,389,525,NA
9/7/2012,2012,9,7,10,6,7,496,666,368,247,264,388,1941,NA
9/7/2012,2012,9,7,10,6,8,1113,1747,907,721,796,841,5211,NA
9/7/2012,2012,9,7,10,6,9,1353,1132,951,855,930,979,2184,NA
9/7/2012,2012,9,7,10,6,10,1612,680,1184,1247,1201,1185,858,NA
9/7/2012,2012,9,7,10,6,11,2156,620,1444,1787,1700,1571,721,NA
9/7/2012,2012,9,7,10,6,12,3251,1271,2230,3077,2808,2279,958,NA
9/7/2012,2012,9,7,10,6,13,3486,1470,2595,3656,3357,2611,989,NA
9/7/2012,2012,9,7,10,6,14,3064,783,1868,2696,2507,2243,818,NA
9/7/2012,2012,9,7,10,6,15,3181,615,1665,2629,2399,2401,1069,NA
9/7/2012,2012,9,7,10,6,16,3365,805,1584,2794,2682,2489,1954,NA
9/7/2012,2012,9,7,10,6,17,3564,1313,1724,2831,3255,2867,3178,NA
9/7/2012,2012,9,7,10,6,18,3167,948,1271,2330,2733,2583,1384,NA
9/7/2012,2012,9,7,10,6,19,2269,503,720,1442,1850,2343,431,NA
9/7/2012,2012,9,7,10,6,20,1682,350,350,1068,1244,2262,205,NA
9/7/2012,2012,9,7,10,6,21,1394,221,328,537,602,2001,121,NA
9/7/2012,2012,9,7,10,6,22,1200,360,245,377,372,1704,59,NA
9/7/2012,2012,9,7,10,6,23,1023,338,240,358,305,1303,94,NA
9/8/2012,2012,9,8,20,7,0,635,92,95,143,123,699,25,NA
9/8/2012,2012,9,8,20,7,1,374,48,62,129,105,407,21,NA
9/8/2012,2012,9,8,20,7,2,220,23,38,86,60,224,2,NA
9/8/2012,2012,9,8,20,7,3,139,15,39,66,53,144,6,NA
9/8/2012,2012,9,8,20,7,4,124,11,24,18,12,86,8,NA
9/8/2012,2012,9,8,20,7,5,86,20,16,23,11,67,4,NA
9/8/2012,2012,9,8,20,7,6,116,39,57,31,53,94,10,NA
9/8/2012,2012,9,8,20,7,7,173,106,101,85,65,139,35,NA
9/8/2012,2012,9,8,20,7,8,397,141,256,249,228,321,53,NA
9/8/2012,2012,9,8,20,7,9,871,266,663,654,635,641,61,NA
9/8/2012,2012,9,8,20,7,10,1520,262,1093,1485,1212,1039,66,NA
9/8/2012,2012,9,8,20,7,11,2097,311,1501,2273,1950,1537,69,NA
9/8/2012,2012,9,8,20,7,12,2734,358,1539,2904,2736,2188,63,NA
9/8/2012,2012,9,8,20,7,13,2822,481,1746,3107,3008,2570,79,NA
9/8/2012,2012,9,8,20,7,14,3182,463,1664,3378,3270,2558,73,NA
9/8/2012,2012,9,8,20,7,15,3168,344,1608,3444,3388,2433,59,NA
9/8/2012,2012,9,8,20,7,16,3037,426,1370,3032,2920,2448,64,NA
9/8/2012,2012,9,8,20,7,17,2467,538,890,2115,2236,2127,70,NA
9/8/2012,2012,9,8,20,7,18,1990,571,487,937,1510,2226,44,NA
9/8/2012,2012,9,8,20,7,19,1465,371,322,501,755,2036,34,NA
9/8/2012,2012,9,8,20,7,20,1634,309,296,453,407,1936,22,NA
9/8/2012,2012,9,8,20,7,21,1606,296,243,346,395,1903,35,NA
9/8/2012,2012,9,8,20,7,22,1337,313,315,412,465,1523,35,NA
